EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2016,Provincial,New Brunswick,,,Overall,Full-Time,13,4,9,,,,2,,2,1,1,
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2011,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,90,19,71,4,,4,3,,3,21,7,14
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,4,2,2,,,,,,,3,2,1
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,38,10,28,4,2,2,2,,2,17,5,12
Bank of Montreal,2019,Provincial,Saskatchewan,,,Overall,Full-Time,36,19,17,2,2,,4,3,1,17,9,8
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,12,6,6,,,,,,,2,2,
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,81,37,44,2,,2,2,,2,31,15,16
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,10,5,5,,,,,,,6,4,2
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,96,43,53,,,,3,1,2,28,14,14
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,7,4,3,,,,,,,4,3,1
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,157,58,99,3,2,1,2,1,1,43,20,23
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,93,33,60,,,,4,,4,19,9,10
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,12,1,11,,,,,,,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,95,48,47,2,2,,3,3,,51,29,22
Bank of Montreal,2017,Provincial,British Columbia,,,Overall,Full-Time,264,129,135,10,2,8,19,7,12,97,51,46
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,4,1,3,,,,1,1,,2,1,1
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,6,2,4,,,,,,,5,2,3
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,3,2,1,1,,1,,1,,,
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,76,15,61,3,,3,4,,4,22,6,16
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,6,2,4,,,,1,,1,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,80,52,28,2,1,1,1,,1,29,22,7
Bank of Montreal,2012,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,9,4,5,,,,,,,,,
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,186,100,86,1,1,,4,3,1,98,50,48
Bank of Montreal,2016,Provincial,Nova Scotia,,,Overall,Part-Time,21,5,16,1,1,,,,,4,1,3
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,9,3,6,,,,1,,1,3,1,2
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,24,4,20,,,,,,,3,1,2
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,7,2,5,,,,,,,,,
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,86,19,67,4,1,3,5,2,3,21,8,13
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,10,4,6,,,,1,,1,,,
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,18,12,6,1,,1,1,,1,11,8,3
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,8,2,6,,,,,,,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,1,,1,,,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,205,109,96,1,,1,12,6,6,72,39,33
Bank of Montreal,2012,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,3,2,1,,,,,,,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,177,104,73,5,3,2,3,2,1,74,44,30
Bank of Montreal,2015,Provincial,Alberta,,,Overall,Full-Time,301,116,185,2,,2,9,5,4,97,45,52
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,5,2,3,,,,,,,3,1,2
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,648,229,419,14,3,11,31,12,19,194,85,109
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,21,8,13,2,,2,,,,2,,2
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,53,14,39,2,1,1,2,1,1,18,8,10
Bank of Montreal,2012,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,9,,9,,,,1,,1,,,
Bank of Montreal,2012,Provincial,British Columbia,,,Overall,Full-Time,226,94,132,1,1,,6,2,4,94,46,48
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,84,10,74,3,1,2,6,2,4,12,2,10
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,913,516,397,12,6,6,40,17,23,397,224,173
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,1,,1,1,,1,1,,1,1,,1
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,5,,5,,,,,,,,,
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,116,38,78,2,1,1,3,1,2,21,9,12
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,13,,13,2,,2,,,,,,
Bank of Montreal,2017,Provincial,New Brunswick,,,Overall,Part-Time,10,2,8,,,,1,,1,1,1,
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,30,8,22,2,,2,,,,8,4,4
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,3,2,1,,,,,,,1,1,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,1,1,,1,1,,,,,,,
Bank of Montreal,2010,Provincial,New Brunswick,,,Overall,Full-Time,27,8,19,1,1,,,,,2,,2
Bank of Montreal,2012,Provincial,Saskatchewan,,,Overall,Part-Time,20,1,19,1,,1,,,,4,,4
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,8,5,3,,,,,,,1,1,
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,8,1,7,,,,,,,,,
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,6,1,5,,,,,,,1,,1
Bank of Montreal,2016,Provincial,Ontario,,,Overall,Part-Time,340,107,233,10,2,8,21,7,14,92,37,55
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,20,2,18,1,,1,1,,1,1,,1
Bank of Montreal,2014,Provincial,Qu�bec,,,Overall,Part-Time,193,55,138,4,,4,6,1,5,31,9,22
Bank of Montreal,2014,Provincial,Manitoba,,,Overall,Part-Time,8,1,7,,,,,,,1,,1
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,4,1,3,,,,,,,,,
Bank of Montreal,2019,Provincial,Ontario,,,Overall,Part-Time,466,137,329,6,1,5,15,4,11,165,59,106
Bank of Montreal,2019,Provincial,Nova Scotia,,,Overall,Part-Time,12,6,6,,,,,,,3,1,2
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,15,11,4,,,,1,1,,3,2,1
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Part-Time,8,3,5,,,,,,,5,2,3
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,10,4,6,1,,1,,,,3,2,1
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,3,,3,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,93,40,53,1,,1,1,,1,21,12,9
Bank of Montreal,2017,Provincial,Nova Scotia,,,Overall,Full-Time,29,14,15,,,,1,1,,3,1,2
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,17,13,4,,,,2,1,1,3,2,1
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,104,48,56,1,,1,5,3,2,56,28,28
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,,5,,,,,,,,,
Bank of Montreal,2012,Provincial,Manitoba,,,Overall,Part-Time,9,3,6,4,,4,,,,3,1,2
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,81,38,43,2,,2,4,4,,29,12,17
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,3,,3,,,,,,,1,,1
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,177,72,105,7,2,5,5,2,3,78,41,37
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Senior Managers,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,7,2,5,,,,,,,1,1,
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,3,,3,,,,,,,1,,1
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,4,1,3,,,,,,,1,1,
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,13,3,10,1,,1,1,,1,2,1,1
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,7,,7,,,,4,,4,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,1,,1,,,
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,6,,6,,,,,,,5,,5
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,17,3,14,1,,1,3,,3,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,7,4,3,,,,,,,4,3,1
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,135,60,75,3,,3,3,3,,41,21,20
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,26,4,22,,,,1,,1,2,,2
Bank of Montreal,2016,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,19,3,16,,,,,,,,,
Bank of Montreal,2011,Provincial,New Brunswick,,,Overall,Part-Time,12,,12,1,,1,1,,1,,,
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,152,50,102,2,,2,5,,5,61,22,39
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,254,148,106,,,,10,6,4,139,87,52
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,9,1,8,,,,,,,,,
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,258,82,176,5,,5,17,7,10,110,37,73
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,88,52,36,2,1,1,2,1,1,39,25,14
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,126,41,85,3,,3,1,,1,32,11,21
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,6,1,5,,,,,,,1,,1
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2019,Provincial,New Brunswick,,,Overall,Part-Time,16,2,14,,,,1,,1,4,1,3
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,13,3,10,,,,1,,1,,,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,6,5,1,1,,1,,,,1,1,
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Part-Time,2,1,1,,,,,,,1,1,
Bank of Montreal,2012,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,18,5,13,2,1,1,,,,3,1,2
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,8,,8,,,,1,,1,2,,2
Bank of Montreal,2018,National,Canada,,,Overall,Part-Time,1039,291,748,36,7,29,38,6,32,327,120,207
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,309,120,189,4,,4,11,4,7,130,55,75
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,79,40,39,2,1,1,1,1,,34,22,12
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,838,502,336,6,5,1,33,18,15,336,217,119
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,737,448,289,11,8,3,22,14,8,305,195,110
Bank of Montreal,2014,Provincial,British Columbia,,,Overall,Part-Time,141,32,109,5,1,4,4,3,1,32,8,24
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,18,3,15,1,1,,,,,,,
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,33,9,24,3,,3,1,1,,1,1,
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,3,1,2,,,,,,,1,1,
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,705,402,303,5,3,2,27,13,14,349,194,155
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,17,1,16,1,,1,,,,4,,4
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,7,2,5,1,,1,,,,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,27,5,22,,,,1,,1,5,2,3
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,99,46,53,2,,2,13,3,10,44,27,17
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,804,478,326,12,7,5,27,15,12,330,205,125
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,39,15,24,,,,1,1,,16,6,10
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,9,5,4,,,,1,1,,2,2,
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,12,1,11,,,,,,,,,
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,26,15,11,,,,1,,1,8,5,3
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,367,139,228,8,2,6,13,7,6,179,74,105
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,10,8,2,,,,3,2,1,1,1,
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,137,34,103,6,1,5,6,,6,45,16,29
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,84,44,40,,,,2,,2,31,18,13
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,795,417,378,10,3,7,34,12,22,231,134,97
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,95,44,51,,,,5,4,1,13,8,5
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,3,2,1,,,,,,,,,
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,National,Canada,,,Overall,Full-Time,2689,1226,1463,49,13,36,73,34,39,1009,523,486
Bank of Montreal,2015,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,9,1,8,,,,,,,1,,1
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,66,16,50,2,,2,,,,19,10,9
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,207,86,121,4,3,1,8,4,4,102,50,52
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,3,2,1,,,,,,,1,1,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,91,55,36,1,1,,3,1,2,14,10,4
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,31,23,8,1,,1,1,1,,2,,2
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,6,2,4,1,1,,1,1,,,,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,381,182,199,3,2,1,10,3,7,201,97,104
Bank of Montreal,2016,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,2,2,,,,,,,,,
Bank of Montreal,2016,Provincial,Manitoba,,,Overall,Part-Time,12,1,11,2,1,1,1,,1,,,
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,30,13,17,,,,1,,1,10,6,4
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,49,33,16,,,,,,,10,8,2
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,Full-Time,2,,2,,,,,,,,,
Bank of Montreal,2011,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,14,2,12,,,,,,,5,2,3
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,119,38,81,6,,6,4,2,2,22,8,14
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,9,2,7,,,,1,,1,2,,2
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,314,120,194,3,1,2,10,4,6,139,62,77
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2015,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,5,4,1,,,,,,,,,
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,1,,1,,,
Bank of Montreal,2016,Provincial,Alberta,,,Overall,Full-Time,239,93,146,1,,1,8,4,4,66,30,36
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,1,,1,,,,1,,1,,,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,8,2,6,,,,,,,1,,1
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,40,6,34,,,,,,,11,1,10
Bank of Montreal,2017,Provincial,Qu�bec,,,Overall,Full-Time,558,283,275,6,3,3,20,8,12,179,102,77
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,1,,,,,1,1,,,,
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,3,1,2,,,,,,,,,
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,13,1,12,2,,2,,,,1,,1
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,13,2,11,,,,,,,4,1,3
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,11,4,7,,,,1,1,,3,1,2
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,123,39,84,,,,2,,2,42,21,21
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,205,45,160,5,1,4,10,3,7,59,16,43
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Manitoba,,,Overall,Part-Time,12,2,10,1,,1,,,,3,1,2
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,103,49,54,2,1,1,2,1,1,22,10,12
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,3,1,2,,,,,,,,,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,119,68,51,,,,4,1,3,35,22,13
Bank of Montreal,2015,National,Canada,,,Overall,Full-Time,3307,1551,1756,50,13,37,129,58,71,1226,627,599
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,127,54,73,,,,1,,1,51,20,31
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,6,2,4,,,,,,,3,1,2
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,1130,662,468,12,6,6,55,32,23,491,307,184
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,15,4,11,,,,1,1,,3,2,1
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,22,10,12,,,,,,,5,4,1
