EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,89,42,47,,,,,,,31,14,17
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,17,4,13,2,,2,,,,4,,4
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,2,1,1,,,,,,,1,1,
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,331,112,219,7,3,4,10,1,9,116,47,69
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,454,86,368,6,1,5,8,1,7,107,33,74
Bank of Montreal,2010,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,4,3,1,,,,,,,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,257,122,135,5,1,4,6,2,4,125,62,63
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,15,3,12,,,,1,,1,1,1,
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,20,2,18,,,,,,,5,2,3
Bank of Montreal,2013,Provincial,British Columbia,,,Overall,Full-Time,287,102,185,5,2,3,12,6,6,107,47,60
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,131,66,65,,,,3,1,2,43,24,19
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,4,1,3,1,,1,,,,,,
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,11,6,5,,,,1,,1,2,1,1
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,6,1,5,,,,,,,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,Provincial,Alberta,,,Overall,Part-Time,132,25,107,2,,2,2,,2,23,6,17
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,12,10,2,,,,1,1,,,,
Bank of Montreal,2010,Provincial,Nova Scotia,,,Overall,Part-Time,18,3,15,,,,,,,1,,1
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,562,160,402,10,3,7,32,7,25,190,70,120
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Part-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2011,Provincial,Nova Scotia,,,Overall,Part-Time,17,3,14,,,,,,,1,1,
Bank of Montreal,2019,National,Canada,,,Overall,Part-Time,1012,289,723,23,4,19,36,7,29,348,121,227
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2012,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,7,4,3,,,,1,1,,1,1,
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,58,31,27,2,1,1,,,,14,7,7
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,176,64,112,,,,1,,1,49,19,30
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,188,98,90,1,1,,4,1,3,85,45,40
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,2,1,1,,,,,,,1,1,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,18,2,16,,,,1,,1,3,2,1
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,3,,3,,,,,,,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,6,2,4,,,,2,1,1,1,1,
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,214,85,129,1,,1,11,6,5,100,46,54
Bank of Montreal,2019,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,2,1,1,,,,,,,1,1,
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,Qu�bec,,,Overall,Full-Time,393,155,238,4,3,1,5,1,4,112,53,59
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,19,3,16,1,,1,,,,4,1,3
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,401,144,257,4,1,3,17,2,15,145,59,86
Bank of Montreal,2018,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,3,2,,,,,,,1,1,
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,10,1,9,,,,,,,5,1,4
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,52,29,23,,,,2,,2,25,16,9
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,25,9,16,,,,,,,10,4,6
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Part-Time,9,2,7,,,,,,,6,1,5
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,3,,3,,,,,,,1,,1
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,4,1,3,,,,,,,,,
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,11,5,6,,,,2,1,1,6,4,2
Bank of Montreal,2016,National,Canada,,,Overall,Full-Time,3279,1566,1713,43,17,26,135,49,86,1226,659,567
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,11,5,6,,,,1,1,,2,1,1
Bank of Montreal,2019,Provincial,Qu�bec,,,Overall,Full-Time,688,349,339,3,2,1,20,8,12,241,123,118
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,7,3,4,,,,,,,,,
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,7,1,6,1,,1,,,,1,,1
Bank of Montreal,2011,Provincial,Alberta,,,Overall,Part-Time,74,19,55,2,,2,,,,20,11,9
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,22,8,14,,,,,,,10,3,7
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,13,6,7,,,,,,,,,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,26,11,15,1,,1,,,,11,7,4
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,3,,3,,,,,,,,,
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,2,,2,,,,1,,1,,,
Bank of Montreal,2016,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,11,,11,2,,2,2,,2,,,
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,2,1,1,,,,,,,2,1,1
Bank of Montreal,2019,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,10,1,9,,,,,,,1,1,
Bank of Montreal,2019,Provincial,British Columbia,,,Overall,Full-Time,233,104,129,6,2,4,14,5,9,104,51,53
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,62,7,55,1,,1,2,1,1,18,1,17
Bank of Montreal,2015,Provincial,Nova Scotia,,,Overall,Full-Time,30,8,22,3,2,1,3,1,2,1,,1
Bank of Montreal,2015,Provincial,Manitoba,,,Overall,Part-Time,11,4,7,1,,1,1,,1,3,2,1
Bank of Montreal,2016,Provincial,Manitoba,,,Overall,Full-Time,50,22,28,5,3,2,2,2,,9,5,4
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,11,6,5,1,1,,1,,1,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,379,188,191,3,1,2,18,9,9,129,68,61
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,15,7,8,,,,,,,10,6,4
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,5,2,3,,,,,,,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,207,74,133,5,,5,11,4,7,71,32,39
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,27,10,17,2,,2,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,19,12,7,,,,1,,1,7,4,3
Bank of Montreal,2011,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,118,19,99,4,1,3,2,1,1,31,5,26
Bank of Montreal,2013,Provincial,British Columbia,,,Overall,Part-Time,135,39,96,7,,7,4,2,2,26,9,17
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,210,98,112,1,1,,7,4,3,135,67,68
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,3,,3,,,,,,,,,
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,109,31,78,,,,,,,28,9,19
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,3,3,,,,,,,,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,194,97,97,2,1,1,3,2,1,73,35,38
Bank of Montreal,2017,Provincial,Ontario,,,Overall,Full-Time,2006,1050,956,20,11,9,79,42,37,851,475,376
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,11,5,6,,,,1,,1,1,,1
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,44,22,22,1,,1,2,2,,10,6,4
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,19,4,15,,,,1,,1,5,2,3
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,95,16,79,3,,3,4,,4,24,5,19
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,16,6,10,1,,1,1,,1,8,3,5
Bank of Montreal,2013,Provincial,Qu�bec,,,Overall,Part-Time,197,60,137,3,,3,9,2,7,54,25,29
Bank of Montreal,2018,Provincial,New Brunswick,,,Overall,Part-Time,12,1,11,,,,1,,1,,,
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,19,4,15,1,,1,1,,1,11,4,7
Bank of Montreal,2015,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,12,3,9,,,,,,,,,
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,3,1,2,,,,,,,1,,1
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,45,29,16,,,,1,,1,13,9,4
Bank of Montreal,2015,Provincial,Saskatchewan,,,Overall,Full-Time,55,15,40,1,,1,2,,2,10,4,6
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,661,394,267,4,4,,19,8,11,291,187,104
Bank of Montreal,2016,Provincial,British Columbia,,,Overall,Full-Time,269,115,154,5,,5,15,6,9,96,48,48
Bank of Montreal,2013,Provincial,Manitoba,,,Overall,Full-Time,42,12,30,3,,3,,,,10,5,5
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Senior Managers,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,3,1,2,,,,,,,1,1,
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,100,37,63,1,,1,8,4,4,56,26,30
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,151,46,105,2,,2,3,2,1,36,13,23
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,12,5,7,1,1,,1,1,,2,,2
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,65,40,25,,,,5,4,1,18,12,6
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,6,,6,1,,1,1,,1,,,
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,23,16,7,,,,,,,7,6,1
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,852,478,374,10,6,4,25,11,14,354,194,160
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,30,16,14,1,,1,,,,10,9,1
Bank of Montreal,2017,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,9,1,8,1,,1,,,,2,1,1
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,11,5,6,,,,1,1,,2,1,1
Bank of Montreal,2016,Provincial,Saskatchewan,,,Overall,Full-Time,31,14,17,,,,2,,2,8,5,3
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,249,156,93,1,1,,4,3,1,86,58,28
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,310,149,161,4,2,2,6,3,3,98,45,53
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,38,7,31,,,,1,1,,11,3,8
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,,5,1,,1,,,,,,
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,91,34,57,1,1,,3,1,2,30,14,16
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,44,20,24,1,1,,3,2,1,7,4,3
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,91,39,52,1,1,,3,1,2,23,12,11
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,17,8,9,1,1,,2,1,1,9,4,5
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,3,2,1,,,,,,,2,2,
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,9,1,8,,,,6,1,5,,,
Bank of Montreal,2012,Provincial,British Columbia,,,Overall,Part-Time,118,26,92,7,1,6,2,,2,42,11,31
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,6,2,4,,,,1,,1,2,1,1
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,16,10,6,1,1,,1,1,,1,1,
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,,2,,,,1,,1,,,
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,18,13,5,,,,1,1,,4,2,2
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,36,13,23,1,,1,1,,1,12,6,6
Bank of Montreal,2018,Provincial,British Columbia,,,Overall,Full-Time,262,120,142,6,1,5,23,8,15,113,65,48
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,5,1,4,,,,,,,,,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,15,5,10,,,,,,,5,1,4
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Senior Managers,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,21,2,19,,,,1,,1,1,,1
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,8,1,7,,,,,,,2,1,1
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,20,12,8,,,,3,1,2,1,1,
Bank of Montreal,2012,Provincial,Qu�bec,,,Overall,Full-Time,434,206,228,7,2,5,4,3,1,127,70,57
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,4,1,3,1,1,,,,,,,
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,81,36,45,1,,1,4,,4,24,13,11
Bank of Montreal,2011,National,Canada,,,Overall,Part-Time,620,148,472,18,,18,15,2,13,152,56,96
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,308,89,219,7,2,5,11,2,9,58,20,38
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,101,54,47,1,1,,3,1,2,22,12,10
Bank of Montreal,2018,Provincial,Saskatchewan,,,Overall,Full-Time,47,27,20,2,,2,1,,1,26,18,8
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,109,21,88,3,,3,3,1,2,47,13,34
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,12,1,11,,,,1,,1,1,,1
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,26,7,19,1,,1,2,,2,8,1,7
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,27,14,13,,,,,,,9,5,4
Bank of Montreal,2019,Provincial,Alberta,,,Overall,Part-Time,115,23,92,3,,3,3,1,2,48,14,34
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,25,9,16,,,,1,1,,4,2,2
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,18,4,14,,,,,,,3,1,2
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,8,1,7,2,1,1,1,,1,1,,1
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,6,2,4,,,,1,,1,2,1,1
Bank of Montreal,2016,Provincial,Qu�bec,,,Overall,Part-Time,200,65,135,3,,3,7,1,6,41,14,27
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,9,5,4,,,,,,,,,
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,4,3,1,,,,,,,1,1,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,587,280,307,4,3,1,22,9,13,311,158,153
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,44,26,18,,,,1,,1,17,15,2
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,30,13,17,,,,1,1,,11,6,5
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,30,20,10,,,,,,,4,3,1
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,4,4,,,,,,,,,,
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,282,96,186,4,3,1,18,12,6,97,45,52
Bank of Montreal,2013,Provincial,Saskatchewan,,,Overall,Full-Time,51,19,32,1,,1,2,,2,11,4,7
Bank of Montreal,2014,Provincial,Ontario,,,Overall,Full-Time,1684,815,869,22,7,15,72,33,39,629,330,299
Bank of Montreal,2018,Provincial,Ontario,,,Overall,Full-Time,2351,1244,1107,19,10,9,112,54,58,1060,582,478
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,9,3,6,,,,1,,1,2,2,
Bank of Montreal,2019,Provincial,New Brunswick,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,2,,,,,,,,1,1,
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,11,1,10,3,1,2,1,,1,,,
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,14,5,9,1,,1,,,,,,
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,35,19,16,,,,,,,3,2,1
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,397,156,241,5,2,3,16,8,8,155,75,80
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,22,5,17,1,,1,,,,6,2,4
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,206,96,110,3,2,1,8,1,7,62,34,28
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,38,24,14,1,1,,2,,2,11,8,3
Bank of Montreal,2017,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,10,4,6,,,,1,,1,3,3,
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,19,3,16,1,,1,,,,,,
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2015,Provincial,Ontario,,,Overall,Full-Time,1985,998,987,20,3,17,85,38,47,854,446,408
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,15,1,14,,,,2,,2,5,1,4
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,7,3,4,1,1,,,,,3,3,
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,5,1,4,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,3,,3,,,,,,,2,,2
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,12,7,5,,,,,,,1,1,
Bank of Montreal,2016,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Supervisors,Part-Time,1,,1,,,,,,,,,
