EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,QUARTERID,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT,SALARYRANGEBOTTOM($),SALARYRANGETOP($)
Bank of Montreal,2011,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Professionals,1,22,2,20,,,,,,,8,,8,"$ 20,000 - $24,999","$ 95,000 - $99,999"
Bank of Montreal,2014,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,3,160,61,99,4,1,3,6,2,4,87,37,50,"$  5,000 - $ 9,999","$ 85,000 - $89,999"
Bank of Montreal,2014,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,8,,8,,,,,,,1,,1,"Under $5,000","$ 50,000 - $54,999"
Bank of Montreal,2014,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,4,,4,,,,,,,3,,3,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2014,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,20,4,16,,,,,,,8,2,6,"Under $5,000","$ 40,000 - $44,999"
Bank of Montreal,2014,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,17,5,12,,,,,,,5,2,3,"$  5,000 - $ 9,999","$ 60,000 - $64,999"
Bank of Montreal,2018,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,3,26,6,20,,,,,,,8,4,4,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,1,20,13,7,6,5,1,,,,2,2,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,3,,,,,,,,,,,,,"$ 70,000 - $74,999","$ 70,000 - $74,999"
Bank of Montreal,2018,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Supervisors,2,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 35,000 - $39,999"
Bank of Montreal,2018,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Professionals,2,,,,,,,,,,,,,"$ 65,000 - $69,999","$ 95,000 - $99,999"
Bank of Montreal,2016,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Middle and Other Managers,1,415,204,211,8,1,7,42,14,28,214,102,112,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2016,Part-Time,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,2,2,,2,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2015,Full-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,2,216,154,62,3,3,,12,7,5,69,45,24,"Under $5,000","$100,000 and over"
Bank of Montreal,2015,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,,,,,,,,,,,,,"$ 35,000 - $39,999","$ 40,000 - $44,999"
Bank of Montreal,2015,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$ 50,000 - $54,999","$ 50,000 - $54,999"
Bank of Montreal,2018,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Clerical Personnel,4,2,1,1,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2018,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,2,,2,,,,,,,,,,"$ 25,000 - $29,999","$ 30,000 - $34,999"
Bank of Montreal,2016,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,4,,,,,,,,,,,,,"$ 50,000 - $54,999","$ 50,000 - $54,999"
Bank of Montreal,2016,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Professionals,2,67,41,26,,,,1,,1,23,12,11,"Under $5,000","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,3,3,3,,,,,,,,,,,"$ 45,000 - $49,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,1,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2016,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,,,,,,,,,,,,,"$ 10,000 - $14,999","$ 10,000 - $14,999"
Bank of Montreal,2017,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Skilled Manual Workers,4,,,,,,,,,,,,,"$ 90,000 - $94,999","$ 90,000 - $94,999"
Bank of Montreal,2017,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,2,1,1,,,,,,,1,1,,"$ 15,000 - $19,999","$ 95,000 - $99,999"
Bank of Montreal,2017,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Clerical Personnel,1,2,1,1,,,,,,,2,1,1,"$ 30,000 - $34,999","$ 50,000 - $54,999"
Bank of Montreal,2017,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,6,1,5,,,,,,,2,,2,"Under $5,000","$ 70,000 - $74,999"
Bank of Montreal,2017,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,3,,,,,,,,,,,,,"$ 15,000 - $19,999","$ 15,000 - $19,999"
Bank of Montreal,2017,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,3,1,2,1,,1,1,1,,,,,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2017,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,3,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 30,000 - $34,999"
Bank of Montreal,2017,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,78,25,53,,,,3,2,1,39,18,21,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2019,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,4,4,3,1,,,,,,,,,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,8,1,7,,,,1,,1,4,1,3,"$ 30,000 - $34,999","$ 60,000 - $64,999"
Bank of Montreal,2019,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,165,29,136,8,,8,3,,3,46,10,36,"$  5,000 - $ 9,999","$ 45,000 - $49,999"
Bank of Montreal,2019,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,265,69,196,2,,2,2,1,1,109,37,72,"Under $5,000","$ 40,000 - $44,999"
Bank of Montreal,2010,Full-Time,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,3,9,9,,,,,1,1,,,,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,3,1,1,,,,,,,,,,,"$ 50,000 - $54,999","$100,000 and over"
Bank of Montreal,2010,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,75,10,65,1,,1,2,,2,22,1,21,"Under $5,000","$ 60,000 - $64,999"
Bank of Montreal,2010,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Professionals,2,,,,,,,,,,,,,"$ 60,000 - $64,999","$ 60,000 - $64,999"
Bank of Montreal,2011,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Supervisors,4,6,3,3,,,,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,3,,,,,,,,,,,,,"$ 40,000 - $44,999","$ 45,000 - $49,999"
Bank of Montreal,2011,Part-Time,CMA,Regina,5221,Depository Credit Intermediation,Clerical Personnel,2,2,,2,,,,,,,1,,1,"Under $5,000","$ 25,000 - $29,999"
Bank of Montreal,2013,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Middle and Other Managers,1,64,28,36,2,1,1,5,3,2,2,1,1,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2013,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,,,,,,,,,,,,,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2012,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,1,2182,686,1496,43,10,33,91,36,55,1020,393,627,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,4,2,2,,,,,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Supervisors,3,13,3,10,,,,,,,2,1,1,"$ 25,000 - $29,999","$ 95,000 - $99,999"
Bank of Montreal,2012,Full-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Middle and Other Managers,1,78,27,51,3,,3,3,2,1,12,2,10,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2012,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$ 35,000 - $39,999","$ 35,000 - $39,999"
Bank of Montreal,2012,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,1,1,,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2012,Part-Time,CMA,Halifax,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$ 20,000 - $24,999"
Bank of Montreal,2014,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,4,4,4,,,,,1,1,,,,,"$ 80,000 - $84,999","$ 95,000 - $99,999"
Bank of Montreal,2014,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,3,9,6,3,,,,,,,,,,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,1,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$ 60,000 - $64,999"
Bank of Montreal,2014,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,4,3,,3,,,,,,,,,,"$ 20,000 - $24,999","$ 75,000 - $79,999"
Bank of Montreal,2015,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,4,1,1,,,,,,,,,,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,3,5,4,1,,,,,,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,122,19,103,4,,4,3,1,2,38,5,33,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2015,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,2,22,8,14,3,,3,2,1,1,,,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,12,1,11,,,,4,1,3,1,,1,"$ 10,000 - $14,999","$ 75,000 - $79,999"
Bank of Montreal,2015,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,2,,,,,,,,,,,,,"$ 15,000 - $19,999","$ 15,000 - $19,999"
Bank of Montreal,2015,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,18,2,16,1,,1,,,,,,,"Under $5,000","$ 25,000 - $29,999"
Bank of Montreal,2015,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,3,1,2,,,,,,,1,,1,"$  5,000 - $ 9,999","$ 35,000 - $39,999"
Bank of Montreal,2018,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,26,3,23,1,,1,3,1,2,7,,7,"$  5,000 - $ 9,999","$ 65,000 - $69,999"
Bank of Montreal,2018,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Professionals,2,11,7,4,,,,,,,5,2,3,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,15,2,13,,,,2,1,1,5,,5,"$  5,000 - $ 9,999","$ 65,000 - $69,999"
Bank of Montreal,2018,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,2,14,4,10,,,,1,1,,1,,1,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2018,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Supervisors,1,3,,3,,,,,,,,,,"$ 15,000 - $19,999","$ 50,000 - $54,999"
Bank of Montreal,2016,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,303,148,155,3,2,1,8,4,4,167,82,85,"Under $5,000","$ 75,000 - $79,999"
Bank of Montreal,2016,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,3,5,,5,,,,1,,1,1,,1,"$ 25,000 - $29,999","$ 90,000 - $94,999"
Bank of Montreal,2016,Full-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,5,,5,,,,,,,1,,1,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,1,14,12,2,1,1,,1,1,,3,3,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,,,,,,,,,,,,,"$ 60,000 - $64,999","$ 90,000 - $94,999"
Bank of Montreal,2010,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,4,7,,7,,,,,,,,,,"Under $5,000","$ 25,000 - $29,999"
Bank of Montreal,2010,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,2,18,1,17,1,,1,1,,1,4,1,3,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2017,Full-Time,National,Canada,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,2,,,,,,,,,,,,,"$ 75,000 - $79,999","$ 75,000 - $79,999"
Bank of Montreal,2017,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,18,4,14,,,,,,,6,1,5,"$  5,000 - $ 9,999","$ 65,000 - $69,999"
Bank of Montreal,2017,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,4,1,1,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Professionals,1,70,34,36,5,,5,3,1,2,18,11,7,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,8,5,3,,,,,,,1,,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2017,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,3,1,,1,,,,,,,,,,"$ 30,000 - $34,999","$ 90,000 - $94,999"
Bank of Montreal,2017,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,8,1,7,1,,1,,,,,,,"Under $5,000","$ 35,000 - $39,999"
Bank of Montreal,2013,Full-Time,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,2,14,13,1,,,,,,,5,5,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Senior Managers,2,4,2,2,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2013,Part-Time,Provincial,Newfoundland and Labrador,,,Overall,,42,2,40,,,,,,,,,,,
Bank of Montreal,2013,Part-Time,CMA,Halifax,5221,Depository Credit Intermediation,Clerical Personnel,2,8,,8,,,,,,,1,,1,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2011,Full-Time,National,Canada,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,1,2,2,,,,,,,,1,1,,"$ 70,000 - $74,999","$ 90,000 - $94,999"
Bank of Montreal,2011,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,1,2,2,,,,,,,,1,1,,"$ 70,000 - $74,999","$ 90,000 - $94,999"
Bank of Montreal,2011,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,1,,,,,,,,1,1,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,1,1,,1,,,,,,,1,,1,"$ 30,000 - $34,999","$ 30,000 - $34,999"
Bank of Montreal,2011,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,4,8,,8,,,,,,,4,,4,"Under $5,000","$ 35,000 - $39,999"
Bank of Montreal,2011,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$ 55,000 - $59,999","$ 55,000 - $59,999"
Bank of Montreal,2011,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,12,1,11,,,,,,,5,,5,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2011,Part-Time,CMA,Regina,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 40,000 - $44,999"
Bank of Montreal,2012,Part-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2012,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Professionals,3,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 50,000 - $54,999"
Bank of Montreal,2012,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Professionals,3,,,,,,,,,,,,,"$ 90,000 - $94,999","$ 90,000 - $94,999"
Bank of Montreal,2019,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,,,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,2,,,,,,,,,,,,,"$ 35,000 - $39,999","$ 35,000 - $39,999"
Bank of Montreal,2019,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,274,125,149,2,,2,12,3,9,163,75,88,"Under $5,000","$ 75,000 - $79,999"
Bank of Montreal,2019,Full-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,10,5,5,,,,2,1,1,5,3,2,"$ 35,000 - $39,999","$ 70,000 - $74,999"
Bank of Montreal,2014,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Clerical Personnel,1,11,4,7,,,,1,1,,4,3,1,"$  5,000 - $ 9,999","$ 85,000 - $89,999"
Bank of Montreal,2014,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,152,48,104,5,2,3,5,3,2,87,21,66,"Under $5,000","$ 90,000 - $94,999"
Bank of Montreal,2014,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,3,4,1,3,,,,,,,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,20,2,18,2,,2,1,,1,1,,1,"$ 30,000 - $34,999","$ 70,000 - $74,999"
Bank of Montreal,2015,Part-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2015,Part-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,1,30,5,25,,,,3,,3,7,2,5,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2015,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2015,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,2,4,,4,,,,,,,2,,2,"$  5,000 - $ 9,999","$ 70,000 - $74,999"
Bank of Montreal,2014,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,3,5,4,1,,,,1,1,,3,2,1,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Middle and Other Managers,1,620,283,337,3,3,,29,10,19,100,45,55,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2014,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,1,3,,3,,,,,,,,,,"$ 20,000 - $24,999","$ 75,000 - $79,999"
Bank of Montreal,2011,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Other Sales and Service Personnel,1,1,,1,,,,,,,,,,"$ 35,000 - $39,999","$ 40,000 - $44,999"
Bank of Montreal,2011,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Senior Managers,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2011,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$ 25,000 - $29,999"
Bank of Montreal,2016,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,7,2,5,,,,,,,4,2,2,"Under $5,000","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,2,,2,,,,,,,,,,"$ 25,000 - $29,999","$ 30,000 - $34,999"
